car_title,location,year,price,kilometers,transmission_type,number_of_doors,source,model,color,contact_number,brand
شيفروليه إكوينوكس 2018,"Salalah, Dhofar•",2018,"OMR 3,900",79000,Automatic,'4/5,US,Equinox,White,N/A,Chevrolet
نيسان روغ 2018,"Al Seeb, Muscat•",2018,"OMR 3,500",190,Automatic,'4/5,US,Rogue,Blue,N/A,Nissan
Chevrolet Tahoe 2012 LT,"Azaiba, Muscat•",2012,"OMR 3,500",167000,Automatic,N/A,GCC,Tahoe,Beige,N/A,Unknown
هيونداي إلينترا 2020,"Salalah, Dhofar•",2020,"OMR 3,200",73000,Automatic,N/A,US,Elantra,Silver,N/A,Unknown
Mazda CX-5 2014 full,"Muscat Hills, Muscat•",2014,"OMR 2,400",420,Automatic,'4/5,GCC,CX-5,Red,N/A,Unknown
Cadillac CTS 2008,"Al Maabilah, Muscat•",2008,"OMR 1,050",200000,Automatic,'4/5,US,CTS,White,N/A,Cadillac
للبيع باثفندر 2007,"Al Masn'a, Al Batinah•",2007,"OMR 1,100",300000,Automatic,'4/5,US,Pathfinder,Silver,N/A,Nissan
"urgent sale!!! Toyota Corolla Full Option US Spec - 3,700 OMR","Al Ghubrah, Muscat•",2019,"OMR 3,700",120000,Automatic,'4/5,US,Corolla,Black,N/A,Toyota
Nissan Sunny 2016,"Al Amarat, Muscat•",2016,"OMR 1,600",190000,Automatic,N/A,GCC,Sunny,White,N/A,Unknown
Toyota Yaris 2022,"Al Maabilah, Muscat•",2022,"OMR 4,500",120000,Automatic,'4/5,GCC,Yaris,White,N/A,Toyota
Toyota Corolla 2015,"Al Hamriyah, Muscat•",2015,"OMR 3,200",210000,Automatic,N/A,GCC,Corolla,White,N/A,Unknown
جيب رانجلر 2017,"Al Maabilah, Muscat•",2017,"OMR 5,500",150000,Automatic,'2/3,US,Wrangler,Silver,N/A,Jeep
Kia Optima GT TURBO 2016,"Ansab, Muscat•",2016,"OMR 4,900",100000,Automatic,'4/5,GCC,Optima,Grey,N/A,Kia
MG Rx8 2022 Highend Fully Loaded,"Azaiba, Muscat•",2022,"OMR 7,000",53000,Automatic,'4/5,GCC,MG RX8,Blue,N/A,MG
Honda HR-V 2021,"Liwa, Al Batinah•",2021,"OMR 4,600",33500,Automatic,N/A,US,HR-V,Grey,N/A,Unknown
لكزس فئة - إل اس 2003,"Ja'alan Bani Bu Ali, Al Sharqiya•",2003,"OMR 1,750",1,Automatic,'4/5,US,LS-Series,White,N/A,Unknown
Geely GC6 2018,"Al Khoud, Muscat•",2018,OMR 790,120000,Automatic,'4/5,GCC,GC6,Brown,N/A,Geely
Nissan Sunny 2012,"Al Seeb, Muscat•",2012,"OMR 1,900",91150,Automatic,'4/5,GCC,Sunny,Silver,N/A,Nissan
دودج رام 2018,"Salalah, Dhofar•",2018,"OMR 5,900",206000,Automatic,'4/5,US,Ram,White,N/A,RAM
شيفروليه سلفرادو 2020,"Al Seeb, Muscat•",2020,"OMR 6,400",135000,Automatic,'4/5,US,Silverado,Silver,N/A,Chevrolet
ميتسوبيشي آوتلاندر 2016,"Al Mudaibi, Al Sharqiya•",2016,"OMR 3,000",260000,Automatic,'4/5,GCC,Outlander,White,N/A,Mitsubishi
هوندا سيفيك 2024,"Al Seeb, Muscat•",2024,"OMR 5,700",11,Automatic,'2/3,US,Civic,Grey,N/A,Honda
Altima 2020 S,"Muscat - Other, Muscat•",2020,"OMR 3,800",163,Automatic,'4/5,US,Altima,Silver,N/A,Nissan
Camry LE 2018,"Muscat - Other, Muscat•",2018,"OMR 4,800",176,Automatic,'4/5,US,Camry,Grey,N/A,Toyota
Volkswagen Teramont 2019,"Ruwi, Muscat•",2019,"OMR 9,000",92000,Automatic,'4/5,GCC,Teramont,Blue,N/A,Volkswagen
إنفينيتي إي أكس 35 2012,"Al Maabilah, Muscat•",2012,"OMR 2,000",196,Automatic,'4/5,GCC,EX35,White,N/A,Infiniti
Toyota Rav 4 2018,"Ghala, Muscat•",2018,"OMR 6,750",143000,Automatic,'4/5,GCC,Rav 4,White,N/A,Toyota
شغل و توكل Toyota Echo model 2001 - very good condition - 800 OMR,"Al Hail, Muscat•",2001,OMR 800,360000,Manual,'4/5,GCC,Echo,Gold,N/A,Toyota
كيا سيراتو 2013,"Bosher, Muscat•",2013,"OMR 1,500",228,Automatic,'4/5,GCC,Cerato,Brown,N/A,Kia
Hyundai Tucson 2012,"Al Mawaleh, Muscat•",2012,"OMR 2,200",231000,Automatic,'4/5,GCC,Tucson,Red,N/A,Hyundai
Mitsubishi Lancer 2004,"Al Khuwair, Muscat•",2004,OMR 750,200000,Automatic,N/A,GCC,Lancer,Other,N/A,Mitsubishi
نيسان سنترا 2018,"Barka, Al Batinah•",2018,"OMR 2,800",73000,Automatic,N/A,US,Sentra,Blue,N/A,Unknown
ابحث عن سياره تكملت اقساط,"Al Amarat, Muscat•",2020,"OMR 3,000",24580,Automatic,'2/3,US,Corolla,Red,N/A,Toyota
BMW 7-Series 2006,"Al Seeb, Muscat•",2006,OMR 680,200000,Automatic,'4/5,GCC,7-Series,Silver,N/A,Unknown
Audi A4 2011,"Al Bustan, Muscat•",2011,"OMR 1,450",210000,Automatic,'4/5,US,A4,White,N/A,Audi
Kia Optima 2011,"Al Ghubrah, Muscat•",2011,"OMR 1,350",224000,Automatic,'4/5,GCC,Optima,Brown,N/A,Kia
Toyota Yaris Limited 2017 for sale,"Sohar, Al Batinah•",2017,"OMR 2,850",410000,Automatic,'4/5,GCC,Yaris,White,N/A,Toyota
Nissan Sunny 2016,"Qurum, Muscat•",2016,"OMR 1,750",174000,Automatic,'4/5,GCC,Sunny,Silver,N/A,Nissan
Hyundai Elantra 2017,"Al Khuwair, Muscat•",2017,"OMR 2,750",182000,Automatic,'4/5,GCC,Elantra,Burgundy,N/A,Hyundai
تويوتا كراون 2023خليجي فل ابشن مالك اول سيرفس وكالة كالجديده,"Al Ghubrah, Muscat•",2023,"OMR 12,900",35000,Automatic,'4/5,GCC,Crown,White,N/A,Toyota
Audi A4 2010,"Ruwi, Muscat•",2010,"OMR 1,800",195668,Automatic,'4/5,GCC,A4,Brown,N/A,Audi
Ford Raptor 2019,"Al Mawaleh, Muscat•",2019,"OMR 16,800",95000,Automatic,'4/5,US,Raptor,Blue,N/A,Ford
كيا ستنجر 2018,"Al Maabilah, Muscat•",2018,"OMR 6,900",132000,Automatic,'4/5,US,Stinger,Red,N/A,Kia
Tank 500 2025,"Al Khuwair, Muscat•",2025,"OMR 14,500",27000,Automatic,N/A,GCC,500,White,N/A,Unknown
Honda Accord 2007,"Sohar, Al Batinah•",2007,"OMR 1,050",1,Automatic,'4/5,GCC,Accord,Gold,N/A,Honda
Ford Explorer 2009 2009,"Al Ghubrah, Muscat•",2009,"OMR 1,500",235000,Automatic,'4/5,GCC,Explorer,Red,N/A,Ford
Hyundai Accent 2013,"Al Khuwair, Muscat•",2013,"OMR 1,250",350000,Automatic,'4/5,GCC,Accent,White,N/A,Hyundai
Toyota Camry 2018 **NEGOTIABLE**,"Al Seeb, Muscat•",2018,"OMR 5,000",118000,Automatic,'4/5,US,Camry,Silver,N/A,Toyota
لكزس جي إس 430 2007,"Al Maabilah, Muscat•",2007,"OMR 2,000",276000,Automatic,'4/5,GCC,GS 430,White,N/A,Lexus
هوندا سيفيك 2022,"Barka, Al Batinah•",2022,"OMR 5,200",35000,Automatic,'4/5,US,Civic,Other,N/A,Honda
جاك إس 3 2024,"Barka, Al Batinah•",2024,"OMR 3,500",-,Automatic,'4/5,GCC,S3,Red,N/A,Unknown
Suzuki Swift 2011,"Ruwi, Muscat•",2011,"OMR 1,350",240000,Automatic,N/A,GCC,Swift,Brown,N/A,Unknown
Mitsubishi Pickup 2009,"Ruwi, Muscat•",2009,"OMR 2,000",464541,Manual,N/A,GCC,Pickup,White,N/A,Unknown
مرسيدس بنز 190 2009,"Azaiba, Muscat•",2009,OMR 750,200,Automatic,'4/5,GCC,190,Brown,N/A,Mercedes
نيسان التيما 2018,"Sohar, Al Batinah•",2018,"OMR 2,320",86000,Automatic,N/A,US,Altima,Black,N/A,Unknown
Mazda 6 2007,"Ruwi, Muscat•",2007,OMR 650,400000,Automatic,'4/5,GCC,6,Red,N/A,Mazda
Jeep Wrangler 2015,"Al Maabilah, Muscat•",2015,"OMR 4,400",100000,Automatic,N/A,US,Wrangler,White,N/A,Unknown
أودي كيو3 2022,"Bosher, Muscat•",2022,"OMR 11,700",62000,Automatic,'4/5,US,Q3,White,N/A,Audi
Hyundai Elantra 2023,"Sohar, Al Batinah•",2023,"OMR 3,800",37900,Automatic,'4/5,US,Elantra,Other,N/A,Hyundai
Hyundai Tucson 2019 SEL,"Al Maabilah, Muscat•",2019,"OMR 4,350",88000,Automatic,'4/5,US,Tucson,White,N/A,Hyundai
كيا كادينزا 2013,"Al Khaboura, Al Batinah•",2013,"OMR 2,000",300,Automatic,'4/5,GCC,Cadenza,Silver,N/A,Kia
Hyundai Sonata 2011,"Al Seeb, Muscat•",2011,"OMR 1,100",239,Automatic,'4/5,GCC,Sonata,Red,N/A,Hyundai
Nissan Sunny 2012,"Al Maabilah, Muscat•",2012,"OMR 1,250",20000,Automatic,'4/5,US,Sunny,White,N/A,Nissan
Toyota Corolla 2004,"Ja'alan Bani Bu Ali, Al Sharqiya•",2004,OMR 950,400058,Manual,'4/5,GCC,Corolla,White,N/A,Toyota
لكزس فئة -جي اس 2006,"Barka, Al Batinah•",2006,"OMR 1,180",311000,Automatic,'4/5,US,GS-Series,White,N/A,Unknown
Nissan Altima 2020,"Sohar, Al Batinah•",2020,"OMR 3,200",28000,Automatic,'4/5,US,Altima,Orange,N/A,Nissan
هيونداي سوناتا 2010,"Al Amarat, Muscat•",2010,"OMR 1,000",500000,Automatic,'4/5,GCC,Sonata,Silver,N/A,Hyundai
Mazda CX-9 2008,"Liwa, Al Batinah•",2008,"OMR 1,400",283000,Automatic,'4/5,GCC,CX-9,Other,N/A,Unknown
Daihatsu Sirion 2007,"Ansab, Muscat•",2007,OMR 725,300000,Automatic,N/A,GCC,Sirion,Silver,N/A,Unknown
Nissan X-Trail 2007 اكستريل نظيف,"Al Amarat, Muscat•",2007,"OMR 1,450",44,Manual,'4/5,GCC,X-Trail,White,N/A,Unknown
لكزس فئة -جي اس 2010,"Bahla, Al Dakhiliya•",2010,"OMR 2,100",250000,Automatic,'4/5,GCC,GS-Series,White,N/A,Unknown
مرسيدس بنز إس 350 2011,"Al Rustaq, Al Batinah•",2011,"OMR 3,500",19999,Automatic,'4/5,GCC,S 350,Brown,N/A,Mercedes
Mazda 6 2004,"Al Hail, Muscat•",2004,OMR 850,2,Automatic,N/A,Europe,6,Burgundy,N/A,Unknown
Chevrolet Captiva 2011 good condition,"Ruwi, Muscat•",2011,"OMR 1,090",224000,Automatic,'4/5,GCC,Captiva,Gold,N/A,Chevrolet
لكزس ES 300 موديل 1998 بيعة مستعجلة,"Al Buraimi, Al Buraimi•",1998,OMR 650,400000,Automatic,'4/5,GCC,ES 300,Black,N/A,Lexus
نيسان تيدا 2009,"Al Khuwair, Muscat•",2009,"OMR 1,150",250000,Automatic,'4/5,US,Tiida,White,N/A,Nissan
لكزس ES 350 2015,"Al Buraimi, Al Buraimi•",2015,"OMR 6,500",200000,Automatic,'4/5,GCC,ES 350,White,N/A,Lexus
Jeep Wrangler 2015 oman specs,"Al Seeb, Muscat•",2015,"OMR 4,600",157000,Automatic,'2/3,GCC,Wrangler,Grey,N/A,Jeep
هيونداي سوناتا 2016,"Al Hail, Muscat•",2016,"OMR 2,700",140000,Automatic,'4/5,US,Sonata,Blue,N/A,Hyundai
نيسان مورانو 2018,"Salalah, Dhofar•",2018,"OMR 3,500",270566,Automatic,'4/5,US,Murano,Black,N/A,Nissan
جيب رانجلر 2018,"Bosher, Muscat•",2018,"OMR 8,500",120000,Automatic,'4/5,US,Wrangler,Red,N/A,Jeep
تويوتا كامرى 2021 XSE,"Qurum, Muscat•",2021,"OMR 6,900",110000,Automatic,'4/5,US,Camry,Red,N/A,Toyota
Hyundai Accent 2009,"Ruwi, Muscat•",2009,OMR 850,174000,Automatic,N/A,GCC,Accent,Black,N/A,Unknown
لكزس ES 350 2022,"Al Masn'a, Al Batinah•",2022,"OMR 12,200",-,Automatic,'4/5,US,ES 350,White,N/A,Unknown
Toyota Corolla 2010,"Sohar, Al Batinah•",2010,"OMR 2,200",300000,Automatic,N/A,GCC,Corolla,White,N/A,Unknown
Hyundai Accent 2011,"Al Khoud, Muscat•",2011,"OMR 1,200",200,Automatic,'4/5,GCC,Accent,White,N/A,Hyundai
شيفروليه أفيو 2011 قير عادي Manual Gear,"Al Amarat, Muscat•",2011,OMR 550,250000,Manual,'4/5,GCC,Aveo,Grey,N/A,Chevrolet
نيسان ماكسيما 2004,"Al Amarat, Muscat•",2004,OMR 750,300000,Automatic,'4/5,GCC,Other,White,N/A,Nissan
تويوتا كورولا 2006,"Salalah, Dhofar•",2006,"OMR 1,200",400000,Automatic,N/A,Company Source,Corolla,White,N/A,Unknown
تويوتا راف فور 2011,"Dhank, Al Dhahirah•",2011,"OMR 2,900",200000,Automatic,'4/5,US,Rav 4,Blue,N/A,Toyota
Jeep Compass TrailHawke 2019,"Azaiba, Muscat•",2019,"OMR 7,000",50000,Automatic,'4/5,GCC,Compass,Other,N/A,Jeep
Urgent sale Chevrolet Groove تحت الضمان مع خدمة مجانیه,"Al Khoud, Muscat•",2024,"OMR 6,100",10000,Automatic,'4/5,GCC,Groove,White,N/A,Chevrolet
LR3 للبيع موديل 2008,"Al Khoud, Muscat•",2009,"OMR 1,150",200000,Automatic,'4/5,Canada,LR3,Blue,N/A,Land Rover
تويوتا ياريس 2019,"Al Khuwair, Muscat•",2019,"OMR 3,100",240000,Automatic,'4/5,GCC,Yaris,White,N/A,Toyota
Hyundai Sonata 2012,"Al Hamriyah, Muscat•",2012,"OMR 1,450",250000,Automatic,'4/5,GCC,Sonata,White,N/A,Hyundai
Hyundai Santa Fe 2017,"Al Seeb, Muscat•",2017,"OMR 3,900",229,Automatic,'4/5,GCC,Santa Fe,Other,N/A,Hyundai
للبيع E350,"Al Maabilah, Muscat•",2014,"OMR 4,300",230,Automatic,N/A,Canada,300/350/380,Silver,N/A,Unknown
تويوتا توندرا 2008,"Azaiba, Muscat•",2008,"OMR 3,950",200000,Automatic,N/A,US,Tundra,Silver,N/A,Unknown
GMC Sierra 2019,"Al Khoud, Muscat•",2019,"OMR 12,100",130000,Automatic,'2/3,GCC,Sierra,Black,N/A,GMC
Nissan Sunny 2008,"Ruwi, Muscat•",2008,"OMR 1,050",285,Automatic,N/A,GCC,Sunny,Silver,N/A,Unknown
Toyota Avalon 2006,"Liwa, Al Batinah•",2006,"OMR 1,450",250000,Automatic,N/A,US,Avalon,Black,N/A,Unknown
Hyundai Elantra 2008,"Madinat As Sultan Qaboos, Muscat•",2008,"OMR 1,400",500000,Automatic,N/A,GCC,Elantra,White,N/A,Unknown
Hyundai Accent 2008,"Azaiba, Muscat•",2008,OMR 700,280000,Manual,'2/3,GCC,Accent,Blue,N/A,Hyundai
Toyota Corolla 2013,"Misfah, Muscat•",2013,"OMR 2,100",285000,Automatic,N/A,GCC,Corolla,White,N/A,Unknown
تويوتا هيلوكس 2024,"Bahla, Al Dakhiliya•",2024,"OMR 18,300",70000,Automatic,'4/5,GCC,Hilux,White,N/A,Toyota
Ford Expedition 2008,"Al Seeb, Muscat•",2008,"OMR 1,700",30000,Automatic,'4/5,US,Expedition,Green,N/A,Ford
"Nissan Altima 2013 Oman car,Single owner(serviced with dealer)","Darsait, Muscat•",2013,"OMR 2,350",221000,Automatic,N/A,Company Source,Altima,White,N/A,Unknown
Mazda CX-9 2015,"Barka, Al Batinah•",2015,"OMR 2,800",460000,Automatic,'4/5,GCC,CX-9,Grey,N/A,Unknown
بيجو 207 2011,"Bidbid, Al Dakhiliya•",2011,OMR 300,144792,Automatic,'4/5,GCC,207,White,N/A,Peugeot
فورد تورس 2018,"Al Amarat, Muscat•",2018,"OMR 3,900",120,Automatic,N/A,US,Taurus,Red,N/A,Unknown
Audi A4 2013,"Sohar, Al Batinah•",2013,"OMR 2,650",190,Automatic,'4/5,Europe,A4,White,N/A,Audi
Suzuki Swift 2024,"Al Masn'a, Al Batinah•",2024,"OMR 5,300",-,Automatic,'4/5,GCC,Swift,White,N/A,Unknown
Mazda BT-50 2008,"Al Duqum, Al Wusta•",2008,"OMR 1,290",30000,Manual,'2/3,US,BT-50,White,N/A,Unknown
Hyundai Santa Fe 2016,"Sohar, Al Batinah•",2016,"OMR 4,500",156000,Automatic,'4/5,GCC,Santa Fe,White,N/A,Hyundai
هيونداي إلينترا 2012,"Al Maabilah, Muscat•",2012,"OMR 1,550",306000,Automatic,'4/5,GCC,Elantra,Beige,N/A,Hyundai
نيسان التيما 2019,"Al Amarat, Muscat•",2019,"OMR 4,300",158000,Automatic,'4/5,US,Altima,Red,N/A,Nissan
Volkswagen CC 2009,"Azaiba, Muscat•",2009,OMR 900,230000,Automatic,N/A,GCC,CC,Other,N/A,Unknown
لكزس ES 350 2007,"Al Maabilah, Muscat•",2007,"OMR 1,300",340,Automatic,'4/5,US,ES 350,Other,N/A,Lexus
Hyundai Sonata 2012 GLX -GCC,"Ruwi, Muscat•",2012,"OMR 1,400",200000,Automatic,'4/5,GCC,Sonata,Silver,N/A,Hyundai
شيفروليه إكوينوكس 2017,"Al Amarat, Muscat•",2017,"OMR 3,000",2,Automatic,'4/5,GCC,Equinox,Other,N/A,Chevrolet
Honda Accord 2013,"Mutrah, Muscat•",2013,"OMR 3,200",215000,Automatic,N/A,US,Accord,Silver,N/A,Unknown
Volkswagen Tiguan 2015,"Al Mawaleh, Muscat•",2015,"OMR 3,200",175000,Automatic,'4/5,GCC,Tiguan,Blue,N/A,Volkswagen
سوزوكي فيتارا 2010,"Al Maabilah, Muscat•",2010,"OMR 1,293",240000,Automatic,N/A,GCC,Vitara,White,N/A,Unknown
Nissan Rogue 2021,"Al Mawaleh, Muscat•",2021,"OMR 4,400",105000,Automatic,'4/5,US,Rogue,Silver,N/A,Nissan
Toyota Land Cruiser 2023 VX Bahwan. For Sale,"Ansab, Muscat•",2023,"OMR 29,750",60000,Automatic,'4/5,GCC,Land Cruiser,Grey,N/A,Toyota
Chrysler 200/200C EV 2016,"Al Ghubrah, Muscat•",2016,"OMR 3,000",46485,Automatic,'4/5,US,200/200C EV,White,N/A,Chrysler
Subaru XV 2018,"Al Ghubrah, Muscat•",2018,"OMR 4,900",120,Automatic,'4/5,GCC,XV,Blue,N/A,Subaru
مرسيدس بنز إي-كلاس 2018,"Shinas, Al Batinah•",2018,"OMR 8,350",65000,Automatic,'4/5,US,E-Class,White,N/A,Unknown
جيب رانجلر 2023,"Al Maabilah, Muscat•",2023,"OMR 8,900",70000,Automatic,'4/5,US,Wrangler,Silver,N/A,Jeep
Hyundai Accent 2015 1.4,"Azaiba, Muscat•",2015,"OMR 1,850",159000,Automatic,'4/5,GCC,Accent,Silver,N/A,Hyundai
Infiniti G25 2012,"The Wave (Almouj), Muscat•",2012,"OMR 1,650",285000,Automatic,N/A,GCC,G25,Silver,N/A,Unknown
تويوتا كامرى 2017,"Al Masn'a, Al Batinah•",2017,"OMR 3,900",174,Automatic,'4/5,US,Camry,White,N/A,Toyota
نيسان إكستيرا ٢٠١٢ و خفضنا السعر إلى 3000,"Al Amarat, Muscat•",2012,"OMR 3,000",193000,Automatic,'4/5,US,Xterra,Silver,N/A,Nissan
مازدا 6 2007,"Sur, Al Sharqiya•",2007,OMR 730,200,Automatic,'4/5,GCC,6,Black,N/A,Mazda
تويوتا كامرى 2018,"Al Masn'a, Al Batinah•",2018,"OMR 6,000",119,Automatic,N/A,US,Camry,White,N/A,Unknown
Hyundai Elantra 2012,"Taqah, Dhofar•",2012,"OMR 1,600",200000,Automatic,N/A,GCC,Elantra,Silver,N/A,Unknown
لاند روفر ديسكفري 2020,"Al Khoud, Muscat•",2020,"OMR 7,000",93000,Automatic,'4/5,US,Discovery,Black,N/A,Land Rover
Toyota Land Cruiser 1998,"Bosher, Muscat•",1998,"OMR 3,300",490000,Automatic,'4/5,Company Source,Land Cruiser,Black,N/A,Toyota
نيسان باص 2019 نظيف جدا ، وكالة عمان ، استعمال بسيط,"Ansab, Muscat•",2018,"OMR 5,500",95000,Manual,'2/3,GCC,Urvan,White,N/A,Nissan
Kia Sorento 2012,"Al Amarat, Muscat•",2012,"OMR 1,800",500000,Automatic,'4/5,GCC,Sorento,Silver,N/A,Kia
نيسان التيما 2017,"Sohar, Al Batinah•",2017,"OMR 2,800",95000,Automatic,'4/5,US,Altima,Blue,N/A,Nissan
هيونداي توكسن 2020,"Al Maabilah, Muscat•",2020,"OMR 4,100",900000,Automatic,N/A,US,Tucson,Blue,N/A,Unknown
هوندا أكورد 2015,"Nakhl, Al Batinah•",2015,"OMR 3,400",180,Automatic,N/A,GCC,Accord,Gold,N/A,Unknown
مرسيدس بنز سي 300 2018,"Ibri, Al Dhahirah•",2018,"OMR 6,000",-,Automatic,'4/5,US,C 300,Blue,N/A,Unknown
جي ام سي يوكون 2008,"Sohar, Al Batinah•",2008,"OMR 2,000",1,Automatic,'4/5,US,Yukon,White,N/A,GMC
Jeep Wrangler 2008,"Al Maabilah, Muscat•",2008,"OMR 2,400",450,Automatic,'4/5,GCC,Wrangler,Brown,N/A,Jeep
MINI Cooper s 2002,"Ghala, Muscat•",2002,OMR 800,230000,Manual,'2/3,GCC,Cooper s,Blue,N/A,Mini
Lexus LS-Series 1996,"Al Buraimi, Al Buraimi•",1996,"OMR 1,000",300000,Automatic,'4/5,GCC,LS-Series,Gold,N/A,Unknown
Ford EcoSport 2014,"Sohar, Al Batinah•",2014,"OMR 2,000",162000,Automatic,'4/5,GCC,EcoSport,White,N/A,Ford
شيفروليه تريلبليزر 2013 Lt,"Al Maabilah, Muscat•",2013,"OMR 2,600",146268,Automatic,'4/5,GCC,Trailblazer,Brown,N/A,Chevrolet
فولكسفاغن أخرى 2006,"Al Amarat, Muscat•",2006,"OMR 1,250",250000,Automatic,N/A,Europe,Other,Green,N/A,Unknown
BMW 5-Series 2006,"Salalah, Dhofar•",2006,OMR 850,100000,Automatic,N/A,Company Source,5-Series,Silver,N/A,Unknown
Nissan Sunny 2014,"Ansab, Muscat•",2014,"OMR 1,300",245000,Automatic,N/A,US,Sunny,White,N/A,Unknown
Mazda 6 2018,"Al Wadi Al Kabir, Muscat•",2018,"OMR 3,650",170000,Automatic,'4/5,GCC,6,White,N/A,Mazda
Kia Carnival 2008,"Salalah, Dhofar•",2008,OMR 950,350000,Automatic,'4/5,Company Source,Carnival,White,N/A,Kia
Nissan Sunny 2010,"Al Seeb, Muscat•",2010,OMR 950,250000,Automatic,'4/5,Company Source,Sunny,White,N/A,Nissan
Toyota Yaris 2009,"Barka, Al Batinah•",2009,"OMR 1,150",300000,Manual,'4/5,GCC,Yaris,White,N/A,Toyota
Mercedes-Benz C180 2009,"Al Seeb, Muscat•",2009,"OMR 1,250",285000,Automatic,'4/5,GCC,C180,Black,N/A,Mercedes
دودج تشالنجر 2016,"Al Mawaleh, Muscat•",2016,"OMR 2,700",270,Automatic,'2/3,US,Challenger,Silver,N/A,Dodge
MG MG ZS 2020 1.3 Turbo Luxury,"Al Hail, Muscat•",2020,"OMR 4,500",40000,Automatic,'4/5,GCC,MG ZS,Silver,N/A,MG
نيسان سنترا 2015,"Al Amarat, Muscat•",2015,"OMR 1,650",160000,Automatic,'4/5,US,Sentra,White,N/A,Nissan
Honda CR-V 2017,"Bosher, Muscat•",2017,"OMR 7,200",156000,Automatic,'4/5,GCC,CR-V,Beige,N/A,Unknown
تويوتا كورولا 2018,"Al Amarat, Muscat•",2018,"OMR 3,000",1650,Automatic,'4/5,US,Corolla,Black,N/A,Toyota
Toyota Camry 2012 full options. كامري 2012 رقم واحد فول اوبشن,"Al Amarat, Muscat•",2012,"OMR 2,200",173252,Automatic,'4/5,US,Camry,Red,N/A,Toyota
99441810 Audi Q3 2015 Quattro,"Azaiba, Muscat•",2015,"OMR 3,800",135000,Automatic,'4/5,Company Source,Q3,Red,N/A,Audi
Hyundai elentra 2009,"Sohar, Al Batinah•",2009,OMR 795,200000,Manual,'4/5,Company Source,Elantra,Other,N/A,Hyundai
تويوتا راف فور 2015,"Ibri, Al Dhahirah•",2015,"OMR 5,600",88900,Automatic,'4/5,US,Rav 4,Silver,N/A,Toyota
هيونداي سنتافي 2015,"Al Seeb, Muscat•",2015,"OMR 2,850",180000,Automatic,'4/5,GCC,Santa Fe,Silver,N/A,Hyundai
Lexus IS 500 launch edition 2022,"Al Ghubrah, Muscat•",2022,"OMR 18,500",10000,Automatic,'4/5,US,IS-Series,Grey,N/A,Unknown
Hyundai Elantra 2009,"Al Ghubrah, Muscat•",2009,"OMR 1,100",100000,Automatic,'4/5,GCC,Elantra,Burgundy,N/A,Hyundai
Mitsubishi Pajero 2016,"Al Hail, Muscat•",2016,"OMR 4,000",153000,Automatic,'4/5,GCC,Pajero,Black,N/A,Mitsubishi
تويوتا فورتشنر 2020,"Sumail, Al Dakhiliya•",2020,"OMR 9,000",143,Automatic,'4/5,GCC,Fortuner,White,N/A,Toyota
Nissan X-Trail 2017 4WD SL( Standard Luxury) Full Version 7 Seater,"Azaiba, Muscat•",2017,"OMR 7,500",85285,Automatic,'4/5,GCC,X-Trail,Red,N/A,Unknown
Hyundai Tucson 2016,"Ghala, Muscat•",2016,"OMR 4,500",124500,Automatic,'4/5,GCC,Tucson,White,N/A,Hyundai
تويوتا كورولا 2017,"Al Amarat, Muscat•",2017,"OMR 3,800",200,Automatic,N/A,Canada,Corolla,White,N/A,Unknown
Mitsubishi Lancer 2014,"Al Mawaleh, Muscat•",2014,"OMR 1,900",298000,Automatic,'4/5,GCC,Lancer,Black,N/A,Mitsubishi
Suzuki Swift 2009,"Ruwi, Muscat•",2009,OMR 980,257000,Automatic,'4/5,Company Source,Swift,Blue,N/A,Suzuki
Mitsubishi Pickup 2002,"Qurayyat, Muscat•",2002,OMR 550,42500,Manual,'4/5,GCC,Pickup,White,N/A,Mitsubishi
MINI Paceman 2015,"Azaiba, Muscat•",2015,"OMR 3,200",109000,Automatic,'4/5,US,Paceman,Black,N/A,Mini
Porsche Panamera 2012,"Al Ghubrah, Muscat•",2012,"OMR 3,700",199000,Automatic,'2/3,GCC,Panamera,White,N/A,Porsche
هوندا أكورد 2012,"Al Hail, Muscat•",2012,"OMR 1,600",280000,Automatic,'4/5,GCC,Accord,Silver,N/A,Honda
Nissan Sentra 2015,"Sohar, Al Batinah•",2015,"OMR 1,600",228000,Automatic,'4/5,GCC,Sentra,Silver,N/A,Nissan
تويوتا 4 رانر 2021,"Sur, Al Sharqiya•",2021,"OMR 11,200",45,Automatic,'4/5,US,4Runner,Red,N/A,Toyota
جيب رانجلر 2015,"Azaiba, Muscat•",2015,"OMR 4,900",-,Automatic,'2/3,GCC,Wrangler,Red,N/A,Unknown
Toyota Corolla 2008 urgent sale,"Al Seeb, Muscat•",2008,"OMR 1,480",205500,Automatic,N/A,GCC,Corolla,Red,N/A,Unknown
Kia Rio 2015,"Al Duqum, Al Wusta•",2015,"OMR 2,100",126000,Automatic,'4/5,GCC,Rio,Red,N/A,Kia
هيونداي أكسنت 2018,"Bidbid, Al Dakhiliya•",2018,"OMR 2,750",200000,Automatic,'4/5,GCC,Accent,Grey,N/A,Hyundai
مازدا 3 2015,"Al Maabilah, Muscat•",2015,"OMR 2,500",300,Automatic,'4/5,GCC,3,Silver,N/A,Mazda
Suzuki Swift 2008,"Ghala, Muscat•",2008,OMR 980,250000,Automatic,'4/5,GCC,Swift,Burgundy,N/A,Suzuki
